country;year;category;group;subgroup;consumption
Slovenia;2015;Non-Animal;Carbohydrates;Cereals and Grains ;1084
Slovenia;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;55
Slovenia;2015;Animal;Dairy & Eggs ;;325
Slovenia;2015;Non-Animal;Carbohydrates;Sugar ;206
Slovenia;2015;Non-Animal;Oils & Fats ;;552
Slovenia;2015;Animal;Meat ;;364
Slovenia;2016;Animal;Dairy & Eggs ;;334
Slovenia;2016;Non-Animal;Fruit and Vegetables ;;216
Slovenia;2016;Non-Animal;Carbohydrates;Cereals and Grains ;1092
Slovenia;2016;Animal;Meat ;;351
Slovenia;2016;Non-Animal;Alcoholic Beverages ;;166
Slovenia;2016;Non-Animal;Carbohydrates;Sugar ;213
Slovenia;2016;Non-Animal;Oils & Fats ;;559
Slovenia;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;56
Slovenia;2017;Non-Animal;Carbohydrates;Cereals and Grains ;1087
Slovenia;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;61,5
Slovenia;2017;Animal;Meat ;;367
Slovenia;2017;Animal;Dairy & Eggs ;;357
Slovenia;2017;Non-Animal;Fruit and Vegetables ;;213
Slovenia;2017;Non-Animal;Oils & Fats ;;560
Slovenia;2017;Non-Animal;Alcoholic Beverages ;;141
Slovenia;2017;Non-Animal;Carbohydrates;Sugar ;210
Slovenia;2018;Non-Animal;Oils & Fats ;;562
Slovenia;2018;Animal;Meat ;;362
Slovenia;2018;Animal;Dairy & Eggs ;;355
Slovenia;2018;Non-Animal;Carbohydrates;Sugar ;215
Slovenia;2018;Non-Animal;Alcoholic Beverages ;;145
Slovenia;2018;Non-Animal;Fruit and Vegetables ;;226
Slovenia;2018;Non-Animal;Carbohydrates;Cereals and Grains ;1091
Slovenia;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60,5
Slovenia;2019;Non-Animal;Carbohydrates;Sugar ;227
Slovenia;2019;Non-Animal;Oils & Fats ;;566
Slovenia;2019;Animal;Meat ;;358
Slovenia;2019;Non-Animal;Alcoholic Beverages ;;140
Slovenia;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60
Slovenia;2019;Animal;Dairy & Eggs ;;341
Slovenia;2019;Non-Animal;Fruit and Vegetables ;;210
Slovenia;2019;Non-Animal;Carbohydrates;Cereals and Grains ;1108
Slovenia;2020;Non-Animal;Alcoholic Beverages ;;148
Slovenia;2020;Non-Animal;Carbohydrates;Sugar ;224
Slovenia;2020;Non-Animal;Oils & Fats ;;564
Slovenia;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;59,5
Slovenia;2020;Non-Animal;Carbohydrates;Cereals and Grains ;1126
Slovenia;2020;Animal;Meat ;;341
Slovenia;2020;Animal;Dairy & Eggs ;;323
Slovenia;2020;Non-Animal;Fruit and Vegetables ;;212
Slovenia;2021;Non-Animal;Carbohydrates;Cereals and Grains ;1157
Slovenia;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;59
Slovenia;2021;Non-Animal;Fruit and Vegetables ;;192
Slovenia;2021;Non-Animal;Oils & Fats ;;570
Slovenia;2021;Animal;Meat ;;324
Slovenia;2021;Animal;Dairy & Eggs ;;332
Slovenia;2021;Non-Animal;Alcoholic Beverages ;;146
Slovenia;2021;Non-Animal;Carbohydrates;Sugar ;229
Slovenia;2022;Non-Animal;Alcoholic Beverages ;;133
Slovenia;2022;Non-Animal;Fruit and Vegetables ;;204
Slovenia;2022;Non-Animal;Carbohydrates;Cereals and Grains ;1172
Slovenia;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;58,5
Slovenia;2022;Animal;Dairy & Eggs ;;319
Slovenia;2022;Non-Animal;Carbohydrates;Sugar ;234
Slovenia;2022;Non-Animal;Oils & Fats ;;590
Slovenia;2022;Animal;Meat ;;295
Spain;2014;Non-Animal;Carbohydrates;Cereals and Grains ;713
Spain;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;82,5
Spain;2014;Non-Animal;Fruit and Vegetables ;;230
Spain;2014;Non-Animal;Oils & Fats ;;781
Spain;2014;Animal;Meat ;;528
Spain;2014;Animal;Dairy & Eggs ;;286
Spain;2014;Non-Animal;Alcoholic Beverages ;;186
Spain;2014;Non-Animal;Carbohydrates;Sugar ;290
Spain;2015;Non-Animal;Alcoholic Beverages ;;196
Spain;2015;Non-Animal;Fruit and Vegetables ;;231
Spain;2015;Non-Animal;Carbohydrates;Cereals and Grains ;701
Spain;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;86,5
Spain;2015;Animal;Dairy & Eggs ;;292
Spain;2015;Non-Animal;Carbohydrates;Sugar ;293
Spain;2015;Non-Animal;Oils & Fats ;;766
Spain;2015;Animal;Meat ;;530
Spain;2016;Animal;Dairy & Eggs ;;299
Spain;2016;Non-Animal;Fruit and Vegetables ;;215
Spain;2016;Non-Animal;Carbohydrates;Cereals and Grains ;717
Spain;2016;Animal;Meat ;;539
Spain;2016;Non-Animal;Alcoholic Beverages ;;178
Spain;2016;Non-Animal;Carbohydrates;Sugar ;289
Spain;2016;Non-Animal;Oils & Fats ;;776
Spain;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;83,5
Spain;2017;Non-Animal;Carbohydrates;Cereals and Grains ;758
Spain;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;82,5
Spain;2017;Animal;Meat ;;497
Spain;2017;Animal;Dairy & Eggs ;;289
Spain;2017;Non-Animal;Fruit and Vegetables ;;215
Spain;2017;Non-Animal;Oils & Fats ;;777
Spain;2017;Non-Animal;Alcoholic Beverages ;;170
Spain;2017;Non-Animal;Carbohydrates;Sugar ;293
Spain;2018;Non-Animal;Oils & Fats ;;794
Spain;2018;Animal;Meat ;;470
Spain;2018;Animal;Dairy & Eggs ;;299
Spain;2018;Non-Animal;Carbohydrates;Sugar ;294
Spain;2018;Non-Animal;Alcoholic Beverages ;;164
Spain;2018;Non-Animal;Fruit and Vegetables ;;203
Spain;2018;Non-Animal;Carbohydrates;Cereals and Grains ;770
Spain;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;82,5
Spain;2019;Non-Animal;Carbohydrates;Sugar ;295
Spain;2019;Non-Animal;Oils & Fats ;;793
Spain;2019;Animal;Meat ;;467
Spain;2019;Non-Animal;Alcoholic Beverages ;;161
Spain;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;80
Spain;2019;Animal;Dairy & Eggs ;;300
Spain;2019;Non-Animal;Fruit and Vegetables ;;193
Spain;2019;Non-Animal;Carbohydrates;Cereals and Grains ;770
Spain;2020;Non-Animal;Alcoholic Beverages ;;160
Spain;2020;Non-Animal;Carbohydrates;Sugar ;300
Spain;2020;Non-Animal;Oils & Fats ;;800
Spain;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;79,5
Spain;2020;Non-Animal;Carbohydrates;Cereals and Grains ;787
Spain;2020;Animal;Meat ;;462
Spain;2020;Animal;Dairy & Eggs ;;300
Spain;2020;Non-Animal;Fruit and Vegetables ;;180
Spain;2021;Non-Animal;Carbohydrates;Cereals and Grains ;794
Spain;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;79
Spain;2021;Non-Animal;Fruit and Vegetables ;;168
Spain;2021;Non-Animal;Oils & Fats ;;798
Spain;2021;Animal;Meat ;;458
Spain;2021;Animal;Dairy & Eggs ;;295
Spain;2021;Non-Animal;Alcoholic Beverages ;;158
Spain;2021;Non-Animal;Carbohydrates;Sugar ;301
Spain;2022;Non-Animal;Alcoholic Beverages ;;158
Spain;2022;Non-Animal;Fruit and Vegetables ;;174
Spain;2022;Non-Animal;Carbohydrates;Cereals and Grains ;795
Spain;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;76,5
Spain;2022;Animal;Dairy & Eggs ;;293
Spain;2022;Non-Animal;Carbohydrates;Sugar ;302
Spain;2022;Non-Animal;Oils & Fats ;;797
Spain;2022;Animal;Meat ;;458
Sweden;2014;Non-Animal;Carbohydrates;Cereals and Grains ;781
Sweden;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;61
Sweden;2014;Non-Animal;Fruit and Vegetables ;;168
Sweden;2014;Non-Animal;Oils & Fats ;;611
Sweden;2014;Animal;Meat ;;400
Sweden;2014;Animal;Dairy & Eggs ;;473
Sweden;2014;Non-Animal;Alcoholic Beverages ;;118
Sweden;2014;Non-Animal;Carbohydrates;Sugar ;410
Sweden;2015;Non-Animal;Alcoholic Beverages ;;126
Sweden;2015;Non-Animal;Fruit and Vegetables ;;174
Sweden;2015;Non-Animal;Carbohydrates;Cereals and Grains ;764
Sweden;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60,5
Sweden;2015;Animal;Dairy & Eggs ;;471
Sweden;2015;Non-Animal;Carbohydrates;Sugar ;400
Sweden;2015;Non-Animal;Oils & Fats ;;600
Sweden;2015;Animal;Meat ;;395
Sweden;2016;Animal;Dairy & Eggs ;;452
Sweden;2016;Non-Animal;Fruit and Vegetables ;;175
Sweden;2016;Non-Animal;Carbohydrates;Cereals and Grains ;773
Sweden;2016;Animal;Meat ;;399
Sweden;2016;Non-Animal;Alcoholic Beverages ;;119
Sweden;2016;Non-Animal;Carbohydrates;Sugar ;406
Sweden;2016;Non-Animal;Oils & Fats ;;604
Sweden;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60,5
Sweden;2017;Non-Animal;Carbohydrates;Cereals and Grains ;783
Sweden;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;58,5
Sweden;2017;Animal;Meat ;;410
Sweden;2017;Animal;Dairy & Eggs ;;461
Sweden;2017;Non-Animal;Fruit and Vegetables ;;181
Sweden;2017;Non-Animal;Oils & Fats ;;614
Sweden;2017;Non-Animal;Alcoholic Beverages ;;116
Sweden;2017;Non-Animal;Carbohydrates;Sugar ;398
Sweden;2018;Non-Animal;Oils & Fats ;;632
Sweden;2018;Animal;Meat ;;399
Sweden;2018;Animal;Dairy & Eggs ;;460
Sweden;2018;Non-Animal;Carbohydrates;Sugar ;396
Sweden;2018;Non-Animal;Alcoholic Beverages ;;114
Sweden;2018;Non-Animal;Fruit and Vegetables ;;173
Sweden;2018;Non-Animal;Carbohydrates;Cereals and Grains ;785
Sweden;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;59
Sweden;2019;Non-Animal;Carbohydrates;Sugar ;378
Sweden;2019;Non-Animal;Oils & Fats ;;654
Sweden;2019;Animal;Meat ;;408
Sweden;2019;Non-Animal;Alcoholic Beverages ;;120
Sweden;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;58,5
Sweden;2019;Animal;Dairy & Eggs ;;451
Sweden;2019;Non-Animal;Fruit and Vegetables ;;175
Sweden;2019;Non-Animal;Carbohydrates;Cereals and Grains ;802
Sweden;2020;Non-Animal;Alcoholic Beverages ;;137
Sweden;2020;Non-Animal;Carbohydrates;Sugar ;395
Sweden;2020;Non-Animal;Oils & Fats ;;671
Sweden;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;59
Sweden;2020;Non-Animal;Carbohydrates;Cereals and Grains ;757
Sweden;2020;Animal;Meat ;;416
Sweden;2020;Animal;Dairy & Eggs ;;446
Sweden;2020;Non-Animal;Fruit and Vegetables ;;171
Sweden;2021;Non-Animal;Carbohydrates;Cereals and Grains ;752
Sweden;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60
Sweden;2021;Non-Animal;Fruit and Vegetables ;;175
Sweden;2021;Non-Animal;Oils & Fats ;;692
Sweden;2021;Animal;Meat ;;404
Sweden;2021;Animal;Dairy & Eggs ;;441
Sweden;2021;Non-Animal;Alcoholic Beverages ;;141
Sweden;2021;Non-Animal;Carbohydrates;Sugar ;394
Sweden;2022;Non-Animal;Alcoholic Beverages ;;140
Sweden;2022;Non-Animal;Fruit and Vegetables ;;174
Sweden;2022;Non-Animal;Carbohydrates;Cereals and Grains ;775
Sweden;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;60,5
Sweden;2022;Animal;Dairy & Eggs ;;444
Sweden;2022;Non-Animal;Carbohydrates;Sugar ;413
Sweden;2022;Non-Animal;Oils & Fats ;;651
Sweden;2022;Animal;Meat ;;416
Switzerland;2014;Non-Animal;Carbohydrates;Cereals and Grains ;731
Switzerland;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;44,5
Switzerland;2014;Non-Animal;Fruit and Vegetables ;;150
Switzerland;2014;Non-Animal;Oils & Fats ;;723
Switzerland;2014;Animal;Meat ;;493
Switzerland;2014;Animal;Dairy & Eggs ;;416
Switzerland;2014;Non-Animal;Alcoholic Beverages ;;174
Switzerland;2014;Non-Animal;Carbohydrates;Sugar ;568
Switzerland;2015;Non-Animal;Alcoholic Beverages ;;175
Switzerland;2015;Non-Animal;Fruit and Vegetables ;;153
Switzerland;2015;Non-Animal;Carbohydrates;Cereals and Grains ;729
Switzerland;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;42,5
Switzerland;2015;Animal;Dairy & Eggs ;;426
Switzerland;2015;Non-Animal;Carbohydrates;Sugar ;578
Switzerland;2015;Non-Animal;Oils & Fats ;;753
Switzerland;2015;Animal;Meat ;;497
Switzerland;2016;Animal;Dairy & Eggs ;;430
Switzerland;2016;Non-Animal;Fruit and Vegetables ;;161
Switzerland;2016;Non-Animal;Carbohydrates;Cereals and Grains ;730
Switzerland;2016;Animal;Meat ;;497
Switzerland;2016;Non-Animal;Alcoholic Beverages ;;178
Switzerland;2016;Non-Animal;Carbohydrates;Sugar ;571
Switzerland;2016;Non-Animal;Oils & Fats ;;732
Switzerland;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;44
Switzerland;2017;Non-Animal;Carbohydrates;Cereals and Grains ;693
Switzerland;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;49,5
Switzerland;2017;Animal;Meat ;;495
Switzerland;2017;Animal;Dairy & Eggs ;;427
Switzerland;2017;Non-Animal;Fruit and Vegetables ;;173
Switzerland;2017;Non-Animal;Oils & Fats ;;760
Switzerland;2017;Non-Animal;Alcoholic Beverages ;;179
Switzerland;2017;Non-Animal;Carbohydrates;Sugar ;576
Switzerland;2018;Non-Animal;Oils & Fats ;;747
Switzerland;2018;Animal;Meat ;;490
Switzerland;2018;Animal;Dairy & Eggs ;;433
Switzerland;2018;Non-Animal;Carbohydrates;Sugar ;564
Switzerland;2018;Non-Animal;Alcoholic Beverages ;;174
Switzerland;2018;Non-Animal;Fruit and Vegetables ;;186
Switzerland;2018;Non-Animal;Carbohydrates;Cereals and Grains ;740
Switzerland;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;49,5
Switzerland;2019;Non-Animal;Carbohydrates;Sugar ;567
Switzerland;2019;Non-Animal;Oils & Fats ;;728
Switzerland;2019;Animal;Meat ;;502
Switzerland;2019;Non-Animal;Alcoholic Beverages ;;175
Switzerland;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;49
Switzerland;2019;Animal;Dairy & Eggs ;;445
Switzerland;2019;Non-Animal;Fruit and Vegetables ;;191
Switzerland;2019;Non-Animal;Carbohydrates;Cereals and Grains ;707
Switzerland;2020;Non-Animal;Alcoholic Beverages ;;174
Switzerland;2020;Non-Animal;Carbohydrates;Sugar ;562
Switzerland;2020;Non-Animal;Oils & Fats ;;749
Switzerland;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;47
Switzerland;2020;Non-Animal;Carbohydrates;Cereals and Grains ;749
Switzerland;2020;Animal;Meat ;;497
Switzerland;2020;Animal;Dairy & Eggs ;;440
Switzerland;2020;Non-Animal;Fruit and Vegetables ;;195
Switzerland;2021;Non-Animal;Carbohydrates;Cereals and Grains ;683
Switzerland;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;49
Switzerland;2021;Non-Animal;Fruit and Vegetables ;;194
Switzerland;2021;Non-Animal;Oils & Fats ;;715
Switzerland;2021;Animal;Meat ;;477
Switzerland;2021;Animal;Dairy & Eggs ;;430
Switzerland;2021;Non-Animal;Alcoholic Beverages ;;171
Switzerland;2021;Non-Animal;Carbohydrates;Sugar ;582
Switzerland;2022;Non-Animal;Alcoholic Beverages ;;171
Switzerland;2022;Non-Animal;Fruit and Vegetables ;;194
Switzerland;2022;Non-Animal;Carbohydrates;Cereals and Grains ;671
Switzerland;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;46
Switzerland;2022;Animal;Dairy & Eggs ;;438
Switzerland;2022;Non-Animal;Carbohydrates;Sugar ;582
Switzerland;2022;Non-Animal;Oils & Fats ;;734
Switzerland;2022;Animal;Meat ;;477
United Kingdom;2014;Non-Animal;Carbohydrates;Cereals and Grains ;875
United Kingdom;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;116
United Kingdom;2014;Non-Animal;Fruit and Vegetables ;;203
United Kingdom;2014;Non-Animal;Oils & Fats ;;618
United Kingdom;2014;Animal;Meat ;;497
United Kingdom;2014;Animal;Dairy & Eggs ;;391
United Kingdom;2014;Non-Animal;Alcoholic Beverages ;;195
United Kingdom;2014;Non-Animal;Carbohydrates;Sugar ;359
United Kingdom;2015;Non-Animal;Alcoholic Beverages ;;183
United Kingdom;2015;Non-Animal;Fruit and Vegetables ;;211
United Kingdom;2015;Non-Animal;Carbohydrates;Cereals and Grains ;876
United Kingdom;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;108,5
United Kingdom;2015;Animal;Dairy & Eggs ;;386
United Kingdom;2015;Non-Animal;Carbohydrates;Sugar ;314
United Kingdom;2015;Non-Animal;Oils & Fats ;;664
United Kingdom;2015;Animal;Meat ;;509
United Kingdom;2016;Animal;Dairy & Eggs ;;390
United Kingdom;2016;Non-Animal;Fruit and Vegetables ;;203
United Kingdom;2016;Non-Animal;Carbohydrates;Cereals and Grains ;890
United Kingdom;2016;Animal;Meat ;;503
United Kingdom;2016;Non-Animal;Alcoholic Beverages ;;178
United Kingdom;2016;Non-Animal;Carbohydrates;Sugar ;345
United Kingdom;2016;Non-Animal;Oils & Fats ;;607
United Kingdom;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;108,5
United Kingdom;2017;Non-Animal;Carbohydrates;Cereals and Grains ;912
United Kingdom;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;105,5
United Kingdom;2017;Animal;Meat ;;484
United Kingdom;2017;Animal;Dairy & Eggs ;;379
United Kingdom;2017;Non-Animal;Fruit and Vegetables ;;209
United Kingdom;2017;Non-Animal;Oils & Fats ;;626
United Kingdom;2017;Non-Animal;Alcoholic Beverages ;;172
United Kingdom;2017;Non-Animal;Carbohydrates;Sugar ;352
United Kingdom;2018;Non-Animal;Oils & Fats ;;626
United Kingdom;2018;Animal;Meat ;;479
United Kingdom;2018;Animal;Dairy & Eggs ;;384
United Kingdom;2018;Non-Animal;Carbohydrates;Sugar ;377
United Kingdom;2018;Non-Animal;Alcoholic Beverages ;;159
United Kingdom;2018;Non-Animal;Fruit and Vegetables ;;195
United Kingdom;2018;Non-Animal;Carbohydrates;Cereals and Grains ;906
United Kingdom;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;105,5
United Kingdom;2019;Non-Animal;Carbohydrates;Sugar ;351
United Kingdom;2019;Non-Animal;Oils & Fats ;;642
United Kingdom;2019;Animal;Meat ;;483
United Kingdom;2019;Non-Animal;Alcoholic Beverages ;;162
United Kingdom;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;101
United Kingdom;2019;Animal;Dairy & Eggs ;;388
United Kingdom;2019;Non-Animal;Fruit and Vegetables ;;197
United Kingdom;2019;Non-Animal;Carbohydrates;Cereals and Grains ;906
United Kingdom;2020;Non-Animal;Alcoholic Beverages ;;166
United Kingdom;2020;Non-Animal;Carbohydrates;Sugar ;389
United Kingdom;2020;Non-Animal;Oils & Fats ;;609
United Kingdom;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;99,5
United Kingdom;2020;Non-Animal;Carbohydrates;Cereals and Grains ;899
United Kingdom;2020;Animal;Meat ;;483
United Kingdom;2020;Animal;Dairy & Eggs ;;385
United Kingdom;2020;Non-Animal;Fruit and Vegetables ;;203
United Kingdom;2021;Non-Animal;Carbohydrates;Cereals and Grains ;905
United Kingdom;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;104
United Kingdom;2021;Non-Animal;Fruit and Vegetables ;;200
United Kingdom;2021;Non-Animal;Oils & Fats ;;608
United Kingdom;2021;Animal;Meat ;;483
United Kingdom;2021;Animal;Dairy & Eggs ;;383
United Kingdom;2021;Non-Animal;Alcoholic Beverages ;;158
United Kingdom;2021;Non-Animal;Carbohydrates;Sugar ;371
United Kingdom;2022;Non-Animal;Alcoholic Beverages ;;153
United Kingdom;2022;Non-Animal;Fruit and Vegetables ;;212
United Kingdom;2022;Non-Animal;Carbohydrates;Cereals and Grains ;890
United Kingdom;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;106,5
United Kingdom;2022;Animal;Dairy & Eggs ;;384
United Kingdom;2022;Non-Animal;Carbohydrates;Sugar ;394
United Kingdom;2022;Non-Animal;Oils & Fats ;;609
United Kingdom;2022;Animal;Meat ;;476
All;2014;Non-Animal;Carbohydrates;Cereals and Grains ;192,2580645
All;2014;Non-Animal;Carbohydrates;Starchy Roots and pulses ;910,6129032
All;2014;Non-Animal;Fruit and Vegetables ;;381,8064516
All;2014;Non-Animal;Oils & Fats ;;189,6129032
All;2014;Animal;Meat ;;416,5483871
All;2014;Animal;Dairy & Eggs ;;614,2903226
All;2014;Non-Animal;Alcoholic Beverages ;;77,32258065
All;2014;Non-Animal;Carbohydrates;Sugar ;385,3548387
All;2015;Non-Animal;Alcoholic Beverages ;;195,2258065
All;2015;Non-Animal;Fruit and Vegetables ;;912,0967742
All;2015;Non-Animal;Carbohydrates;Cereals and Grains ;381,9677419
All;2015;Non-Animal;Carbohydrates;Starchy Roots and pulses ;195,1612903
All;2015;Animal;Dairy & Eggs ;;416,2580645
All;2015;Non-Animal;Carbohydrates;Sugar ;626,7096774
All;2015;Non-Animal;Oils & Fats ;;76,19354839
All;2015;Animal;Meat ;;373,4516129
All;2016;Animal;Dairy & Eggs ;;195,7741935
All;2016;Non-Animal;Fruit and Vegetables ;;916,6774194
All;2016;Non-Animal;Carbohydrates;Cereals and Grains ;379,2258065
All;2016;Animal;Meat ;;197,3548387
All;2016;Non-Animal;Alcoholic Beverages ;;424,1612903
All;2016;Non-Animal;Carbohydrates;Sugar ;619,0322581
All;2016;Non-Animal;Oils & Fats ;;76,01612903
All;2016;Non-Animal;Carbohydrates;Starchy Roots and pulses ;372,0967742
All;2017;Non-Animal;Carbohydrates;Cereals and Grains ;191,2258065
All;2017;Non-Animal;Carbohydrates;Starchy Roots and pulses ;923,6774194
All;2017;Animal;Meat ;;382,1290323
All;2017;Animal;Dairy & Eggs ;;195,1290323
All;2017;Non-Animal;Fruit and Vegetables ;;421,4193548
All;2017;Non-Animal;Oils & Fats ;;623,9677419
All;2017;Non-Animal;Alcoholic Beverages ;;74,38709677
All;2017;Non-Animal;Carbohydrates;Sugar ;375,3548387
All;2018;Non-Animal;Oils & Fats ;;186,3225806
All;2018;Animal;Meat ;;932,8387097
All;2018;Animal;Dairy & Eggs ;;376,8064516
All;2018;Non-Animal;Carbohydrates;Sugar ;194,2580645
All;2018;Non-Animal;Alcoholic Beverages ;;417,8709677
All;2018;Non-Animal;Fruit and Vegetables ;;627,483871
All;2018;Non-Animal;Carbohydrates;Cereals and Grains ;74,38709677
All;2018;Non-Animal;Carbohydrates;Starchy Roots and pulses ;376,9677419
All;2019;Non-Animal;Carbohydrates;Sugar ;180,1290323
All;2019;Non-Animal;Oils & Fats ;;945,3225806
All;2019;Animal;Meat ;;371,8064516
All;2019;Non-Animal;Alcoholic Beverages ;;186,5806452
All;2019;Non-Animal;Carbohydrates;Starchy Roots and pulses ;415,7096774
All;2019;Animal;Dairy & Eggs ;;628,0645161
All;2019;Non-Animal;Fruit and Vegetables ;;73,03225806
All;2019;Non-Animal;Carbohydrates;Cereals and Grains ;373,7741935
All;2020;Non-Animal;Alcoholic Beverages ;;184,3870968
All;2020;Non-Animal;Carbohydrates;Sugar ;941,5806452
All;2020;Non-Animal;Oils & Fats ;;372,7741935
All;2020;Non-Animal;Carbohydrates;Starchy Roots and pulses ;191,7096774
All;2020;Non-Animal;Carbohydrates;Cereals and Grains ;412,7096774
All;2020;Animal;Meat ;;629,9032258
All;2020;Animal;Dairy & Eggs ;;72,64516129
All;2020;Non-Animal;Fruit and Vegetables ;;373,0322581
All;2021;Non-Animal;Carbohydrates;Cereals and Grains ;183,3870968
All;2021;Non-Animal;Carbohydrates;Starchy Roots and pulses ;946,3548387
All;2021;Non-Animal;Fruit and Vegetables ;;370,0967742
All;2021;Non-Animal;Oils & Fats ;;185,0645161
All;2021;Animal;Meat ;;411,1612903
All;2021;Animal;Dairy & Eggs ;;630,1935484
All;2021;Non-Animal;Alcoholic Beverages ;;70,80645161
All;2021;Non-Animal;Carbohydrates;Sugar ;371
All;2022;Non-Animal;Alcoholic Beverages ;;182,2903226
All;2022;Non-Animal;Fruit and Vegetables ;;951,9354839
All;2022;Non-Animal;Carbohydrates;Cereals and Grains ;374,6451613
All;2022;Non-Animal;Carbohydrates;Starchy Roots and pulses ;190
All;2022;Animal;Dairy & Eggs ;;408,2580645
All;2022;Non-Animal;Carbohydrates;Sugar ;629,0967742
All;2022;Non-Animal;Oils & Fats ;;71,0483871
All;2022;Animal;Meat ;;375,2903226
